Row Labels,Count of Category
"['Bagels', 'Salad', 'Breakfast & Brunch']",1
"['Bagels', 'Sandwiches', 'Breakfast & Brunch']",1
"['Bagels', 'Sandwiches', 'Cafes']",1
"['Bagels', 'Sandwiches', 'Caterers']",1
"['Bagels', 'Sandwiches', 'Coffee & Tea']",2
"['Bagels', 'Sandwiches', 'Delis']",1
"['Bagels', 'Sandwiches']",3
"['Bakeries', 'American (New)', 'Bars']",1
"['Bakeries', 'American (New)', 'Pizza']",1
"['Bakeries', 'American (Traditional)', 'Bars']",1
"['Bakeries', 'American (Traditional)', 'Desserts']",1
"['Bakeries', 'American (Traditional)']",3
"['Bakeries', 'Bagels', 'Delis']",1
"['Bakeries', 'Bed & Breakfast', 'Pizza']",1
"['Bakeries', 'Beer, Wine & Spirits', 'Mexican']",1
"['Bakeries', 'Beer, Wine & Spirits', 'Seafood']",1
"['Bakeries', 'Brazilian', 'Soul Food']",1
"['Bakeries', 'Breakfast & Brunch', 'American (New)']",2
"['Bakeries', 'Breakfast & Brunch', 'Burgers']",1
"['Bakeries', 'Breakfast & Brunch', 'Cafes']",7
"['Bakeries', 'Breakfast & Brunch', 'Coffee & Tea']",3
"['Bakeries', 'Breakfast & Brunch', 'Cooking Classes']",1
"['Bakeries', 'Breakfast & Brunch', 'Cupcakes']",1
"['Bakeries', 'Breakfast & Brunch', 'Sandwiches']",2
"['Bakeries', 'Breakfast & Brunch', 'Turkish']",1
"['Bakeries', 'Breakfast & Brunch']",2
"['Bakeries', 'Burgers', 'Breakfast & Brunch']",1
"['Bakeries', 'Cafes', 'Breakfast & Brunch']",3
"['Bakeries', 'Cafes', 'Coffee & Tea']",1
"['Bakeries', 'Cafes', 'Cooking Classes']",1
"['Bakeries', 'Cafes', 'Desserts']",2
"['Bakeries', 'Cafes', 'Gift Shops']",1
"['Bakeries', 'Cafes', 'Hungarian']",1
"['Bakeries', 'Cafes', 'Macarons']",1
"['Bakeries', 'Cafes', 'Patisserie/Cake Shop']",1
"['Bakeries', 'Cafes', 'Sandwiches']",1
"['Bakeries', 'Cafes']",8
"['Bakeries', 'Cantonese', 'Hong Kong Style Cafe']",1
"['Bakeries', 'Caterers', 'German']",1
"['Bakeries', 'Chinese', 'Patisserie/Cake Shop']",1
"['Bakeries', 'Chinese', 'Sandwiches']",1
"['Bakeries', 'Chinese', 'Vietnamese']",1
"['Bakeries', 'Chinese']",2
"['Bakeries', 'Chocolatiers & Shops', 'Cafes']",1
"['Bakeries', 'Coffee & Tea', 'American (New)']",1
"['Bakeries', 'Coffee & Tea', 'American (Traditional)']",1
"['Bakeries', 'Coffee & Tea', 'Austrian']",1
"['Bakeries', 'Coffee & Tea', 'Breakfast & Brunch']",10
"['Bakeries', 'Coffee & Tea', 'Cafes']",4
"['Bakeries', 'Coffee & Tea', 'Pizza']",1
"['Bakeries', 'Coffee & Tea', 'Polynesian']",1
"['Bakeries', 'Coffee & Tea', 'Salad']",1
"['Bakeries', 'Coffee & Tea', 'Sandwiches']",9
"['Bakeries', 'Coffee & Tea', 'Vietnamese']",1
"['Bakeries', 'Colombian', 'Ice Cream & Frozen Yogurt']",1
"['Bakeries', 'Cupcakes', 'Filipino']",1
"['Bakeries', 'Cupcakes', 'Mexican']",1
"['Bakeries', 'Delis', 'Custom Cakes']",1
"['Bakeries', 'Delis', 'Desserts']",1
"['Bakeries', 'Delis', 'Florists']",1
"['Bakeries', 'Delis']",7
"['Bakeries', 'Desserts', 'American (Traditional)']",1
"['Bakeries', 'Desserts', 'Breakfast & Brunch']",1
"['Bakeries', 'Desserts', 'Cafes']",3
"['Bakeries', 'Desserts', 'Coffee & Tea']",1
"['Bakeries', 'Desserts', 'Food Stands']",1
"['Bakeries', 'Desserts', 'Gluten-Free']",1
"['Bakeries', 'Desserts', 'Sandwiches']",1
"['Bakeries', 'Desserts', 'Vegan']",1
"['Bakeries', 'Desserts', 'Waffles']",1
"['Bakeries', 'Dim Sum', 'Cantonese']",1
"['Bakeries', 'Dim Sum', 'Coffee & Tea']",2
"['Bakeries', 'Dim Sum']",3
"['Bakeries', 'Diners']",1
"['Bakeries', 'Empanadas', 'Breakfast & Brunch']",1
"['Bakeries', 'Falafel', 'Desserts']",1
"['Bakeries', 'Fast Food', 'Filipino']",1
"['Bakeries', 'Filipino', 'Scandinavian']",1
"['Bakeries', 'Filipino']",7
"['Bakeries', 'Food Stands', 'Desserts']",1
"['Bakeries', 'Food Stands']",1
"['Bakeries', 'French', 'Coffee & Tea']",2
"['Bakeries', 'French', 'Creperies']",1
"['Bakeries', 'French', 'Patisserie/Cake Shop']",1
"['Bakeries', 'French', 'Sandwiches']",1
"['Bakeries', 'Fruits & Veggies', 'Breakfast & Brunch']",1
"['Bakeries', 'German', 'Cafes']",1
"['Bakeries', 'German']",1
"['Bakeries', 'Gluten-Free', 'Breakfast & Brunch']",1
"['Bakeries', 'Gluten-Free', 'Cafes']",1
"['Bakeries', 'Gluten-Free', 'Desserts']",1
"['Bakeries', 'Gluten-Free', 'Sandwiches']",1
"['Bakeries', 'Gluten-Free']",4
"['Bakeries', 'Grocery', 'Delis']",1
"['Bakeries', 'Guamanian']",1
"['Bakeries', 'Hong Kong Style Cafe']",2
"['Bakeries', 'Ice Cream & Frozen Yogurt', 'Breakfast & Brunch']",1
"['Bakeries', 'Indian', 'Coffee & Tea']",1
"['Bakeries', 'Indian']",1
"['Bakeries', 'Kosher', 'Falafel']",1
"['Bakeries', 'Kosher', 'Mediterranean']",1
"['Bakeries', 'Kosher']",1
"['Bakeries', 'Latin American']",2
"['Bakeries', 'Mexican', 'Sandwiches']",1
"['Bakeries', 'Mexican', 'Seafood']",1
"['Bakeries', 'Mexican']",4
"['Bakeries', 'Persian/Iranian']",1
"['Bakeries', 'Pizza', 'Salad']",1
"['Bakeries', 'Pizza', 'Sandwiches']",3
"['Bakeries', 'Pizza', 'Vegan']",1
"['Bakeries', 'Pizza', 'Vegetarian']",1
"['Bakeries', 'Pizza']",2
"['Bakeries', 'Portuguese']",1
"['Bakeries', 'Russian', 'Cafes']",1
"['Bakeries', 'Russian']",1
"['Bakeries', 'Salad', 'Sandwiches']",4
"['Bakeries', 'Salvadoran', 'Empanadas']",1
"['Bakeries', 'Salvadoran']",1
"['Bakeries', 'Sandwiches', 'American (New)']",1
"['Bakeries', 'Sandwiches', 'American (Traditional)']",1
"['Bakeries', 'Sandwiches', 'Cafes']",2
"['Bakeries', 'Sandwiches', 'Coffee & Tea']",3
"['Bakeries', 'Sandwiches', 'Patisserie/Cake Shop']",2
"['Bakeries', 'Sandwiches']",8
"['Bakeries', 'Taiwanese']",1
"['Bakeries', 'Turkish', 'Desserts']",1
"['Bakeries', 'Vegan', 'Desserts']",1
"['Bakeries', 'Vegan', 'Gluten-Free']",1
"['Bakeries', 'Vegan']",1
"['Bakeries', 'Vietnamese', 'Sandwiches']",2
"['Bakeries', 'Vietnamese']",2
"['Barbeque', 'American (New)', 'Wine Bars']",1
"['Barbeque', 'American (New)']",1
"['Barbeque', 'American (Traditional)', 'Bars']",3
"['Barbeque', 'American (Traditional)', 'Cajun/Creole']",1
"['Barbeque', 'American (Traditional)', 'Food Trucks']",1
"['Barbeque', 'American (Traditional)', 'Sandwiches']",1
"['Barbeque', 'American (Traditional)', 'Southern']",1
"['Barbeque', 'American (Traditional)']",5
"['Barbeque', 'Bakeries', 'Guamanian']",1
"['Barbeque', 'Bakeries']",1
"['Barbeque', 'Bars', 'Burgers']",1
"['Barbeque', 'Beer Bar', 'Burgers']",1
"['Barbeque', 'Beer Bar']",2
"['Barbeque', 'Beer Gardens', 'American (New)']",1
"['Barbeque', 'Beer Gardens']",1
"['Barbeque', 'Beer, Wine & Spirits', 'Pop-Up Restaurants']",1
"['Barbeque', 'Brazilian']",1
"['Barbeque', 'Breakfast & Brunch', 'Cafes']",1
"['Barbeque', 'Breakfast & Brunch', 'Desserts']",1
"['Barbeque', 'Breakfast & Brunch', 'Sandwiches']",1
"['Barbeque', 'Breakfast & Brunch']",1
"['Barbeque', 'Buffets', 'Mongolian']",2
"['Barbeque', 'Burgers', 'American (Traditional)']",1
"['Barbeque', 'Burgers', 'Breakfast & Brunch']",1
"['Barbeque', 'Burgers', 'Caterers']",1
"['Barbeque', 'Burgers', 'Cocktail Bars']",1
"['Barbeque', 'Burgers', 'Fast Food']",1
"['Barbeque', 'Burgers', 'Hawaiian']",1
"['Barbeque', 'Burgers', 'Sandwiches']",4
"['Barbeque', 'Burgers']",2
"['Barbeque', 'Cantonese', 'Noodles']",1
"['Barbeque', 'Cantonese']",3
"['Barbeque', 'Caribbean']",1
"['Barbeque', 'Caterers', 'Food Trucks']",1
"['Barbeque', 'Caterers', 'Smokehouse']",1
"['Barbeque', 'Caterers', 'Venues & Event Spaces']",1
"['Barbeque', 'Caterers']",3
"['Barbeque', 'Chinese', 'Noodles']",1
"['Barbeque', 'Chinese', 'Seafood']",1
"['Barbeque', 'Chinese']",6
"['Barbeque', 'Comfort Food', 'American (Traditional)']",1
"['Barbeque', 'Comfort Food', 'Bars']",1
"['Barbeque', 'Comfort Food', 'Burgers']",1
"['Barbeque', 'Delis', 'American (Traditional)']",1
"['Barbeque', 'Delis', 'Sandwiches']",1
"['Barbeque', 'Delis']",1
"['Barbeque', 'Desserts', 'Sandwiches']",1
"['Barbeque', 'Desserts']",1
"['Barbeque', 'Dim Sum']",2
"['Barbeque', 'Filipino', 'Fast Food']",1
"['Barbeque', 'Filipino']",2
"['Barbeque', 'Food Stands', 'Caterers']",1
"['Barbeque', 'Food Stands']",3
"['Barbeque', 'Food Trucks', 'Sandwiches']",1
"['Barbeque', 'Food Trucks']",7
"['Barbeque', 'Guamanian']",1
"['Barbeque', 'Hawaiian', 'Breakfast & Brunch']",1
"['Barbeque', 'Hawaiian', 'Chinese']",1
"['Barbeque', 'Hawaiian', 'Peruvian']",1
"['Barbeque', 'Hawaiian', 'Seafood']",1
"['Barbeque', 'Hawaiian']",6
"['Barbeque', 'Italian', 'Bakeries']",1
"['Barbeque', 'Japanese']",1
"['Barbeque', 'Korean', 'Beer Bar']",1
"['Barbeque', 'Korean', 'Cheesesteaks']",1
"['Barbeque', 'Korean', 'Noodles']",1
"['Barbeque', 'Korean', 'Seafood']",1
"['Barbeque', 'Korean', 'Soup']",1
"['Barbeque', 'Korean']",5
"['Barbeque', 'Latin American', 'American (Traditional)']",1
"['Barbeque', 'Mexican']",1
"['Barbeque', 'Pizza', 'Salad']",1
"['Barbeque', 'Pizza', 'Sports Bars']",2
"['Barbeque', 'Pop-Up Restaurants']",3
"['Barbeque', 'Pubs', 'American (Traditional)']",1
"['Barbeque', 'Salad', 'Sandwiches']",2
"['Barbeque', 'Salad']",1
"['Barbeque', 'Sandwiches', 'Asian Fusion']",1
"['Barbeque', 'Sandwiches', 'Bars']",1
"['Barbeque', 'Sandwiches', 'Delis']",1
"['Barbeque', 'Seafood', 'Cantonese']",1
"['Barbeque', 'Seafood', 'Soul Food']",2
"['Barbeque', 'Seafood']",5
"['Barbeque', 'Smokehouse', 'Delis']",1
"['Barbeque', 'Southern', 'American (New)']",1
"['Barbeque', 'Southern', 'American (Traditional)']",1
"['Barbeque', 'Southern', 'Burgers']",1
"['Barbeque', 'Southern', 'Smokehouse']",1
"['Barbeque', 'Southern', 'Whiskey Bars']",1
"['Barbeque', 'Sports Bars', 'Music Venues']",1
"['Barbeque', 'Sports Bars', 'Southern']",1
"['Barbeque', 'Sports Bars']",3
"['Barbeque', 'Steakhouses', 'American (Traditional)']",1
"['Barbeque', 'Steakhouses']",1
"['Barbeque', 'Street Vendors', 'Food Stands']",1
"['Barbeque', 'Whiskey Bars']",1
['Barbeque'],64
"['Bars', 'American (New)', 'Breakfast & Brunch']",5
"['Bars', 'American (New)', 'Burgers']",2
"['Bars', 'American (New)', 'Hawaiian']",1
"['Bars', 'American (New)', 'Music Venues']",1
"['Bars', 'American (New)', 'Performing Arts']",1
"['Bars', 'American (New)', 'Seafood']",2
"['Bars', 'American (New)', 'Tapas/Small Plates']",1
"['Bars', 'American (New)', 'Venues & Event Spaces']",3
"['Bars', 'American (New)']",28
"['Bars', 'American (Traditional)', 'Arcades']",1
"['Bars', 'American (Traditional)', 'Breakfast & Brunch']",7
"['Bars', 'American (Traditional)', 'Burgers']",1
"['Bars', 'American (Traditional)', 'Music Venues']",1
"['Bars', 'American (Traditional)', 'Pizza']",1
"['Bars', 'American (Traditional)', 'Pool Halls']",1
"['Bars', 'American (Traditional)', 'Sandwiches']",1
"['Bars', 'American (Traditional)', 'Soup']",1
"['Bars', 'American (Traditional)', 'Venues & Event Spaces']",3
"['Bars', 'American (Traditional)']",34
"['Bars', 'Asian Fusion', 'Korean']",1
"['Bars', 'Asian Fusion', 'Tapas/Small Plates']",1
"['Bars', 'Asian Fusion']",3
"['Bars', 'Barbeque', 'Diners']",1
"['Bars', 'Breakfast & Brunch', 'American (New)']",1
"['Bars', 'Breakfast & Brunch', 'American (Traditional)']",2
"['Bars', 'Breakfast & Brunch', 'Coffee & Tea']",1
"['Bars', 'Breakfast & Brunch', 'German']",1
"['Bars', 'Breakfast & Brunch', 'Indian']",1
"['Bars', 'Breakfast & Brunch', 'Sandwiches']",1
"['Bars', 'Breakfast & Brunch', 'Seafood']",1
"['Bars', 'Breweries', 'Burgers']",1
"['Bars', 'Burgers', 'Chicken Wings']",1
"['Bars', 'Burgers', 'Mexican']",1
"['Bars', 'Burgers', 'Pizza']",1
"['Bars', 'Burgers', 'Sandwiches']",1
"['Bars', 'Burgers', 'Tacos']",1
"['Bars', 'Burgers']",1
"['Bars', 'Cafes', 'Bookstores']",1
"['Bars', 'Cafes', 'Coffee & Tea']",1
"['Bars', 'Cafes', 'Comfort Food']",1
"['Bars', 'Cafes']",4
"['Bars', 'Chinese']",1
"['Bars', 'Cinema', 'Breakfast & Brunch']",1
"['Bars', 'Cinema', 'Dinner Theater']",1
"['Bars', 'Coffee & Tea', 'Sandwiches']",1
"['Bars', 'Dance Clubs', 'American (New)']",1
"['Bars', 'Desserts', 'American (Traditional)']",1
"['Bars', 'Desserts', 'Tacos']",1
"['Bars', 'Dim Sum', 'Chicken Wings']",1
"['Bars', 'Gastropubs', 'American (Traditional)']",1
"['Bars', 'Gastropubs', 'Tapas Bars']",1
"['Bars', 'Gastropubs']",3
"['Bars', 'German']",1
"['Bars', 'Grill Services', 'American (New)']",1
"['Bars', 'Izakaya', 'Ice Cream & Frozen Yogurt']",1
"['Bars', 'Izakaya']",1
"['Bars', 'Karaoke', 'American (Traditional)']",1
"['Bars', 'Karaoke', 'Asian Fusion']",1
"['Bars', 'Karaoke', 'Mexican']",1
"['Bars', 'Laotian', 'Asian Fusion']",1
"['Bars', 'Mediterranean', 'American (New)']",1
"['Bars', 'Mediterranean', 'Breakfast & Brunch']",1
"['Bars', 'Mediterranean', 'Karaoke']",1
"['Bars', 'Mediterranean', 'Spanish']",1
"['Bars', 'Mexican', 'Breakfast & Brunch']",2
"['Bars', 'Mexican', 'Seafood']",1
"['Bars', 'Mexican']",8
"['Bars', 'Music Venues', 'American (New)']",2
"['Bars', 'Music Venues', 'American (Traditional)']",2
"['Bars', 'Music Venues', 'Filipino']",1
"['Bars', 'Music Venues', 'Irish']",1
"['Bars', 'Noodles']",1
"['Bars', 'Pizza', 'Sandwiches']",1
"['Bars', 'Pizza']",1
"['Bars', 'Salad', 'Burgers']",1
"['Bars', 'Salad', 'Sandwiches']",1
"['Bars', 'Sandwiches']",1
"['Bars', 'Seafood', 'American (New)']",2
"['Bars', 'Seafood', 'American (Traditional)']",1
"['Bars', 'Seafood', 'Barbeque']",1
"['Bars', 'Seafood', 'Breakfast & Brunch']",1
"['Bars', 'Seafood', 'Meat Shops']",1
"['Bars', 'Seafood', 'Vietnamese']",1
"['Bars', 'Seafood']",3
"['Bars', 'Steakhouses', 'Burgers']",1
"['Bars', 'Tapas Bars']",1
"['Bars', 'Tapas/Small Plates']",1
"['Bars', 'Tex-Mex', 'American (Traditional)']",1
"['Bars', 'Venues & Event Spaces', 'American (New)']",1
"['Bartenders', 'Caterers', 'Tacos']",1
"['Basque', 'Cultural Center']",1
"['Basque', 'French']",1
"['Basque', 'Pop-Up Restaurants']",1
"['Basque', 'Spanish', 'Tapas Bars']",1
"['Beer Bar', 'American (New)', 'Sports Bars']",1
"['Beer Bar', 'American (Traditional)', 'Gastropubs']",1
"['Beer Bar', 'American (Traditional)']",2
"['Beer Bar', 'Breakfast & Brunch', 'American (Traditional)']",1
"['Beer Bar', 'Burgers', 'Chicken Wings']",1
"['Beer Bar', 'Cocktail Bars', 'American (Traditional)']",1
"['Beer Bar', 'Delis']",1
"['Beer Bar', 'Food Stands']",1
"['Beer Bar', 'Gastropubs', 'Pizza']",1
"['Beer Bar', 'Gastropubs']",1
"['Beer Bar', 'Pubs', 'American (Traditional)']",1
"['Beer Bar', 'Pubs', 'German']",1
"['Beer Bar', 'Sandwiches', 'Burgers']",1
"['Beer Bar', 'Sports Bars', 'American (Traditional)']",1
"['Beer Bar', 'Sports Bars', 'Burgers']",1
"['Beer Bar', 'Sports Bars', 'Chicken Wings']",1
"['Beer Bar', 'Wine Tasting Room', 'Gastropubs']",1
"['Beer Gardens', 'American (New)']",1
"['Beer Gardens', 'American (Traditional)', 'Chicken Wings']",1
"['Beer Gardens', 'Barbeque']",1
"['Beer Gardens', 'Pizza', 'Sandwiches']",1
"['Beer Gardens', 'Venues & Event Spaces', 'Sandwiches']",1
"['Beer, Wine & Spirits', 'Barbeque', 'Wine Bars']",1
"['Beer, Wine & Spirits', 'Burgers', 'Sandwiches']",1
"['Beer, Wine & Spirits', 'Cafes', 'Sandwiches']",1
"['Beer, Wine & Spirits', 'Coffee & Tea', 'Sandwiches']",2
"['Beer, Wine & Spirits', 'Convenience Stores', 'Delis']",4
"['Beer, Wine & Spirits', 'Convenience Stores', 'Portuguese']",1
"['Beer, Wine & Spirits', 'Delis', 'Cajun/Creole']",1
"['Beer, Wine & Spirits', 'Delis', 'Donuts']",1
"['Beer, Wine & Spirits', 'Delis', 'Sandwiches']",4
"['Beer, Wine & Spirits', 'Delis']",11
"['Beer, Wine & Spirits', 'Grocery', 'Fast Food']",1
"['Beer, Wine & Spirits', 'Grocery', 'Sandwiches']",1
"['Beer, Wine & Spirits', 'Indian', 'International Grocery']",1
"['Beer, Wine & Spirits', 'Ramen', 'Cafes']",1
"['Beer, Wine & Spirits', 'Sandwiches', 'Delis']",1
"['Beer, Wine & Spirits', 'Sandwiches', 'Grocery']",2
"['Beer, Wine & Spirits', 'Sandwiches']",5
"['Beer, Wine & Spirits', 'Tacos']",1
"['Beer, Wine & Spirits', 'Tapas/Small Plates']",1
"['Beer, Wine & Spirits', 'Wine Bars', 'Tapas Bars']",1
"['Belgian', 'Beer Bar']",1
"['Belgian', 'Gastropubs']",1
"['Bike Repair/Maintenance', 'Cafes', 'Breakfast & Brunch']",1
"['Bookstores', 'Cafes']",1
"['Bookstores', 'Coffee & Tea', 'Cafes']",1
"['Bowling', 'American (Traditional)']",1
"['Bowling', 'Breakfast & Brunch', 'Cocktail Bars']",1
"['Bowling', 'Diners', 'Sports Bars']",1
"['Bowling', 'Sports Bars', 'American (Traditional)']",1
"['Bowling', 'Venues & Event Spaces', 'American (Traditional)']",1
"['Brasseries', 'American (New)', 'French']",1
"['Brasseries', 'British', 'American (New)']",1
"['Brasseries', 'French', 'Cocktail Bars']",1
"['Brasseries', 'Steakhouses', 'Wine Bars']",1
"['Brazilian', 'Acai Bowls', 'Sandwiches']",1
"['Brazilian', 'African']",1
"['Brazilian', 'American (New)']",1
"['Brazilian', 'Bars']",1
"['Brazilian', 'Beer Bar', 'Breakfast & Brunch']",1
"['Brazilian', 'Breakfast & Brunch']",1
"['Brazilian', 'Cafes']",1
"['Brazilian', 'Comfort Food', 'Food Stands']",1
"['Brazilian', 'Grocery']",1
"['Brazilian', 'Steakhouses', 'Bars']",1
"['Brazilian', 'Steakhouses', 'Latin American']",1
"['Brazilian', 'Steakhouses']",7
['Brazilian'],5
"['Breakfast & Brunch', 'Acai Bowls', 'Coffee & Tea']",1
"['Breakfast & Brunch', 'American (New)', 'Bars']",1
"['Breakfast & Brunch', 'American (New)', 'Bubble Tea']",1
"['Breakfast & Brunch', 'American (New)', 'Burgers']",2
"['Breakfast & Brunch', 'American (New)', 'Caterers']",1
"['Breakfast & Brunch', 'American (New)', 'Coffee & Tea']",1
"['Breakfast & Brunch', 'American (New)', 'Creperies']",1
"['Breakfast & Brunch', 'American (New)', 'Desserts']",1
"['Breakfast & Brunch', 'American (New)', 'Diners']",1
"['Breakfast & Brunch', 'American (New)', 'Indian']",1
"['Breakfast & Brunch', 'American (New)', 'Mexican']",1
"['Breakfast & Brunch', 'American (New)', 'Sandwiches']",1
"['Breakfast & Brunch', 'American (New)', 'Seafood']",1
"['Breakfast & Brunch', 'American (New)', 'Venues & Event Spaces']",3
"['Breakfast & Brunch', 'American (New)', 'Waffles']",1
"['Breakfast & Brunch', 'American (New)']",10
"['Breakfast & Brunch', 'American (Traditional)', 'Bakeries']",1
"['Breakfast & Brunch', 'American (Traditional)', 'Barbeque']",1
"['Breakfast & Brunch', 'American (Traditional)', 'Bars']",1
"['Breakfast & Brunch', 'American (Traditional)', 'Beer Bar']",1
"['Breakfast & Brunch', 'American (Traditional)', 'Burgers']",5
"['Breakfast & Brunch', 'American (Traditional)', 'Cafes']",5
"['Breakfast & Brunch', 'American (Traditional)', 'Cocktail Bars']",4
"['Breakfast & Brunch', 'American (Traditional)', 'Coffee & Tea']",2
"['Breakfast & Brunch', 'American (Traditional)', 'Desserts']",1
"['Breakfast & Brunch', 'American (Traditional)', 'Diners']",3
