,Name,Category,Biz City,Biz Zip,Biz Lat,Biz Lng,Rating,Review Count,Price,Yelp ID
4939,Maya,['Mexican'],Sonoma,95476,38.2916313,-122.45650359999999,3.5,427,$$,M6d1p-bA7JUc4iwa3K103A
8086,Sonoma Taco Shop,['Mexican'],San Rafael,94903,38.0081819137,-122.54716586299999,3.5,194,$,RKx2tJonpDdeFSOk2c1evQ
12209,Chapala,['Mexican'],Brentwood,94513,37.924333000000004,-121.706971,3.5,150,$$,Y1YUDJihkIfRjAp8O7ekaQ
24400,Taqueria El Gordo,['Mexican'],San Leandro,94578,37.70133,-122.14401000000001,3.0,336,$,et62iG4bAkzYV1gV5Rrwog
24331,Vallarta Restaurant,['Mexican'],San Leandro,94578,37.7113,-122.13676000000001,4.0,260,$$,H71ckC73HeuRBYnRmcv4yw
4937,El Gran Taco,['Mexican'],Sonoma,95476,38.3122949843195,-122.48033993211399,3.5,45,$,N7ifjFaNYvjgjeHgOui-LA
4957,Taqueria Sonoma,['Mexican'],Sonoma,95476,38.30849075317379,-122.47766876220699,3.5,39,$,Gdonx1i9GgFsXfrfXFUeuw
26008,Green Salsa,['Mexican'],San Bruno,94066,37.6361864,-122.42065690000001,2.0,36,$,XT4x2yflkwZWkFhtT1JRgA
12254,La Taqueria Limon,['Mexican'],Discovery Bay,94505,37.891186,-121.620727,3.5,165,$,yEqYD8ZcPgz6wogHmApKVg
24346,Kabob Express Halal,"['Middle Eastern', 'Afghan', 'Halal']",San Leandro,94578,37.700634,-122.126024,4.0,35,NAN,TSjOMtl22wr71-Ex2Wjshg
37364,Maiwand Kabob House,"['Middle Eastern', 'Afghan']",Santa Clara,95050,37.35293,-121.97946999999999,4.0,121,$$,nuZhstG64zWAWtmml4Hnaw
48540,Reem's,"['Middle Eastern', 'Arabian', 'Street Vendors']",Oakland,94601,37.7753737554463,-122.224642891539,4.5,439,$$,eh2IjifiUyr8PmiN--O66g
21594,Garage Cafe,"['Middle Eastern', 'Beer, Wine & Spirits', 'Convenience Stores']",San Francisco,94103,37.77128,-122.41368,4.0,57,$,SpKC1RRW9Bo65kNl7NB9aw
47753,Blue Front Cafe,"['Middle Eastern', 'Coffee & Tea', 'Wraps']",San Francisco,94117,37.77025,-122.44607,4.0,684,$$,eRft7qf6rgxuSptQnKEWzg
39370,Falafel's Drive-In,"['Middle Eastern', 'Falafel', 'Fast Food']",San Jose,95128,37.32365,-121.93503,4.0,4201,$,jw7wkWmTX04fRYLcp9vlPQ
43750,Mr. Falafel,"['Middle Eastern', 'Falafel', 'Halal']",Morgan Hill,95037,37.129094,-121.653865,4.5,530,$,VhABJ-PXiOzr26UNjN96mg
44669,Falafel Of Santa Cruz,"['Middle Eastern', 'Falafel']",Santa Cruz,95060,36.96701842399,-122.03954557834999,3.5,254,$,LVxBObrE_YAF0jwfxUtKjw
14359,Oasis Food Market,"['Middle Eastern', 'Falafel']",Oakland,94609,37.8198753253357,-122.26717064181801,3.5,421,$,Cd5FweUTHXyAI9Rppj8Q_g
464,The Kabob Job,"['Middle Eastern', 'Food Trucks', 'Halal']",San Francisco,94103.0,37.76976,-122.41206,4.5,113,$,pKmqWt1dwla5uhbFdx12YQ
5061,Small World Restaurant,"['Middle Eastern', 'Greek', 'Falafel']",Napa,94559,38.29842,-122.28666000000001,4.0,401,$$,z8dGbLnqItxuy8bEZnm7Xg
9218,Jasmine Market,"['Middle Eastern', 'Grocery', 'Imported Food']",San Rafael,94901,37.9703542,-122.5167679,4.5,33,$$,TPbMlbWWE_NS5pIatCyiTA
46017,Yemeni Restaurant,"['Middle Eastern', 'Halal', 'Arabian']",San Francisco,94109,37.7880405330831,-122.418451423943,4.0,421,$$,EnwR6rflr-9UT38gTVeCDA
12702,The Halal Guys - Berkeley,"['Middle Eastern', 'Halal', 'Caterers']",Berkeley,94704,37.87024,-122.26711999999999,3.5,301,$$,xLLUzvA47yizZt_cHKy3eg
30674,Aladdin Market,"['Middle Eastern', 'Halal', 'International Grocery']",San Mateo,94403,37.540916100000004,-122.29122350000002,3.5,190,$,Wx7Ub-8uh7OG7OFkjI-bUw
39489,Jerusalem Grill,"['Middle Eastern', 'Halal', 'Mediterranean']",Campbell,95008,37.29226,-121.94951,4.0,608,$$,_wswRZqUKS0b3xoWeGl9BQ
31367,Gaters,"['Middle Eastern', 'Halal', 'Turkish']",Newark,94560,37.5265327036302,-122.000925471164,3.5,81,$,4j9dr5tztoxOU7pSV7hh8Q
41572,Zarzour Kabob & Deli,"['Middle Eastern', 'Halal']",San Jose,95124,37.2724860906601,-121.933463215828,4.0,29,$$,jFuW75_Deuj_EiA9nWknSw
38939,Dish N Dash,"['Middle Eastern', 'Juice Bars & Smoothies']",Cupertino,95014,37.322601,-122.036998,4.0,188,$$,iI8iKqZSNZ0cH7XkOpFqVA
31476,Dish n' Dash,"['Middle Eastern', 'Juice Bars & Smoothies']",Fremont,94538,37.504887599999996,-121.9701053,4.5,605,$$,vIC6NMct6v9a3k2XAgNUJA
44558,Laili Restaurant,"['Middle Eastern', 'Mediterranean', 'Afghan']",Santa Cruz,95060,36.9751836,-122.0263334,4.5,1100,$$,TLb4owBDY03EKh77qsDgjQ
46530,Old Jerusalem Restaurant,"['Middle Eastern', 'Mediterranean', 'Arabian']",San Francisco,94110,37.7495007,-122.4184218,4.0,1036,$$,pzTBJAR0dr3xQ4tjF7ageg
35629,Holyland Restaurant & Catering,"['Middle Eastern', 'Mediterranean', 'Arabian']",Santa Clara,95054,37.3849107534956,-121.948982372947,4.0,346,$$,V0353P19LkS_XWQydo7j9g
30062,Mediterranean Bite,"['Middle Eastern', 'Mediterranean', 'Halal']",Fremont,94538,37.5543754,-121.98042360000001,4.0,219,$,xzCy0LMIUf1sRrJXRSn1KQ
35,Yemen Kitchen,"['Middle Eastern', 'Mediterranean', 'Sandwiches']",San Francisco,94102.0,37.7833448,-122.4126437,4.5,189,$$,kvXDYmfrjINaH4k5uS9emw
17340,The Gyro Snob,"['Middle Eastern', 'Mediterranean']",San Francisco,94109,37.787729999999996,-122.41386000000001,4.5,4,NAN,AinD3IzPTRwGmQVjkiL42g
1090,Chickpeas Kitchen - Davis,"['Middle Eastern', 'Mediterranean']",Davis,95616,38.56027,-121.75678,4.0,291,$,W2MjAZtRgwl5CpbYzLdGzg
16409,Taboun,"['Middle Eastern', 'Mediterranean']",San Francisco,94117,37.764340000000004,-122.45279,4.0,233,$,6ZrEklsw3WiASAUq_2DZcQ
33691,Mediterranean Wraps,"['Middle Eastern', 'Mediterranean']",Palo Alto,94306,37.4259033203125,-122.144721984863,4.0,974,$,GViud5vyi4IxkZ-g6FYuaA
34019,Dishdash Grill,"['Middle Eastern', 'Mediterranean']",Milpitas,95035,37.429078000000004,-121.919973,4.5,1145,$$,tEnhREqfSe8MBwqtdcjL9A
35100,Mediterranean Grill House,"['Middle Eastern', 'Mediterranean']",Mountain View,94041,37.3881,-122.08305,3.5,503,$$,ckyNTdrbFhDva9Ve9QmDTA
35268,DishDash,"['Middle Eastern', 'Mediterranean']",Sunnyvale,94086,37.376194,-122.030146,4.5,3660,$$,tRiDMqAxeBERRvuyYPZ-aw
39946,Gulzaar Halal Restaurant,"['Middle Eastern', 'Pakistani', 'Afghan']",San Jose,95128,37.323231,-121.92794199999999,4.5,969,$$,QfYs8r6MzsY9S3_NBtM3mA
30073,Bijan Restaurant,"['Middle Eastern', 'Persian/Iranian', 'Mediterranean']",Fremont,94539,37.55692421966,-121.95239756206999,3.5,472,$$,zB67kHe8rfgAWxVkQdylmw
34952,Kolbeh,"['Middle Eastern', 'Persian/Iranian', 'Mediterranean']",Mountain View,94040,37.38929,-122.09042,4.0,426,$$,Wb4GPTxRSHFSlt6NLEubaA
16986,Maykadeh,"['Middle Eastern', 'Persian/Iranian']",San Francisco,94133,37.80002,-122.40713999999998,4.0,812,$$,OpBTLNaGnGcn8DRsLcEfQQ
35399,House of Kabobs,"['Middle Eastern', 'Persian/Iranian']",Sunnyvale,94086,37.376478000000006,-122.0292973,3.5,360,$$,mrWIUFKnzEXowIlbh8Tgew
36842,Chelokababi Persian Cuisine,"['Middle Eastern', 'Persian/Iranian']",Sunnyvale,94086,37.353676643645294,-122.01342487514499,4.0,943,$$,MNyek8dNkDu-nrxa0URDcQ
17821,Alborz Persian Cuisine,"['Middle Eastern', 'Persian/Iranian']",San Francisco,94109,37.78731,-122.42211999999999,3.5,359,$$,83lEHBx7nSKvdLz_P5xbMw
11643,Kabob House,"['Middle Eastern', 'Persian/Iranian']",Walnut Creek,94596,37.894290000000005,-122.054359,4.0,385,$$,R1j0l4cmJL0P5V0UwV_pHg
54270,Jerusalem Organic Kitchen,"['Middle Eastern', 'Salad', 'Burgers']",Berkeley,94707,37.8917,-122.27743,4.0,270,$,WTyrn-z-1he0hqNxLcgCMg
20122,Bursa,"['Middle Eastern', 'Turkish', 'Mediterranean']",San Francisco,94127,37.740359999999995,-122.46673999999999,4.0,757,$$,OeTD5HlXMjrmztfu02niQQ
39038,Arya Global Cuisine,"['Middle Eastern', 'Venues & Event Spaces', 'Persian/Iranian']",Cupertino,95014,37.322466999999996,-122.022232,3.5,911,$$,Dq4TExGNy2x5kOsTJk781Q
17770,Saha,"['Middle Eastern', 'Wine Bars', 'Tapas/Small Plates']",San Francisco,94109,37.78775,-122.41793,4.5,27,NAN,yVg8fzF7zQbVfaKotjwklg
15108,Holy Land Restaurant,['Middle Eastern'],Oakland,94610,37.810364299999996,-122.2464274,4.0,421,$$,GQF2cmWqovudcRaQWbmnag
42091,Sahand Restaurant,['Middle Eastern'],San Jose,95173,37.256444,-121.91796000000001,2.5,3,$$,ztFWs74ZlIb4r63WrnzaPA
17382,Michael Mina,['Middle Eastern'],San Francisco,94111,37.7934609,-122.3996416,4.0,1189,$$$$,5I3fM8fRdkJdKL-_BJ1qvw
16233,Jannah,['Middle Eastern'],San Francisco,94117,37.7757358036684,-122.445897,4.5,379,$$,3OJDmLIElDu-ZWSsBdncdQ
30064,"Falafel, Etc",['Middle Eastern'],Fremont,94538,37.547807,-121.984466,4.0,845,$$,-O_S0NqL7NeDXo7tc0odiA
15258,Quick Food Halal,['Middle Eastern'],Oakland,94611,37.82602,-122.25723,5.0,2,NAN,f02UixZqlopM9CB-mWZgQg
34190,Gourmet Express,['Middle Eastern'],Milpitas,95035,37.427668700000005,-121.91396329999999,4.0,126,$,zA3wx1AoX1-dMb5YED3iCw
16032,Al Masri,['Middle Eastern'],San Francisco,94121,37.775239899999995,-122.50214,3.0,226,$$$,2KpVYd8WcRj11xEpryOL6Q
21347,Urban Putt,"['Mini Golf', 'American (New)', 'Bars']",San Francisco,94110,37.7557019908942,-122.41682681448499,4.5,1310,$$,fPYCsVL3s0vM13jJeOWAig
38069,71 Saint Peter Restaurant,"['Modern European', 'Bars']",San Jose,95110,37.3363348114899,-121.894000617006,3.5,410,$$,jMIoVGh2as1iug0kBB2Jtw
42990,Bistro Tupaz,"['Modern European', 'Italian', 'Bakeries']",San Jose,95123,37.2366851,-121.8308739,4.0,460,$$,ei1G6vb67ortjD0GubPOnA
37997,Heaven's Kitchen,"['Modern European', 'Specialty Food']",San Jose,,37.3385810852051,-121.885566711426,4.5,12,NAN,5XNBmtRP-QJInjX3EC-ylw
26755,Nonni's Bistro,['Modern European'],Pleasanton,94566,37.659929999999996,-121.87646000000001,4.0,810,$$,qTSUWmWaX5XyFQU7T60ZjQ
35009,New Mongolian BBQ,"['Mongolian', 'Barbeque']",Mountain View,94041,37.39255,-122.08015,3.5,600,$$,L7iLuDXmOclAa7gxBpS9Sw
35807,Gobi Mongolian Grill,"['Mongolian', 'Barbeque']",San Jose,95131,37.3836237084142,-121.898412111,4.0,381,$$,9ZUHg1IRC5-OPFVDJ7SRRw
550,Sizzling Fresh Mongolian BBQ,"['Mongolian', 'Chinese']",Sacramento,95834,38.6349602,-121.5034485,3.0,297,$$,M0fNIFsGI1EAQeCSXXgc7g
44198,Oyunaa's Mongolian Cuisine,"['Mongolian', 'Russian', 'Asian Fusion']",Santa Cruz,95062,36.9800638543251,-122.010261917183,4.5,273,$$,vEyMpA_6NgKZgLowwUPSFA
47603,Great Mongolia Nomads Restaurant,"['Mongolian', 'Sushi Bars']",San Francisco,94118,37.78101,-122.47126,4.5,48,NAN,NE7-8HoiaJE0oRji6ZcN3A
38731,Great Khan's Mongolian Festival,['Mongolian'],San Jose,95122,37.325205,-121.81505600000001,4.0,1,$,sZ96ocVOe_KxDvJkPHRs9Q
461,Aicha Moroccan Cuisine,"['Moroccan', 'Halal', 'Middle Eastern']",San Francisco,94109.0,37.788901,-122.420532,4.0,478,$$,r_jnIM3ziVhCUKMI3iQ6WQ
17179,Marrakech Moroccan Restaurant,"['Moroccan', 'Hookah Bars', 'Mediterranean']",San Francisco,94102,37.785945,-122.411796,3.5,521,$$$,aO_98F0hBu9f6T7YOsFwrA
53115,Abigail's Moroccan Cuisine,"['Moroccan', 'Salad', 'Soup']",Alameda,94501,37.766354,-122.2880167,4.5,357,$,YH82tozaJi_cCKU6xF6IxQ
166,Mourad Restaurant,"['Moroccan', 'Venues & Event Spaces', 'Bars']",San Francisco,94105.0,37.78661,-122.4,4.0,959,$$$,6Wzy5p_0lLajjMhDIs0i1g
9849,El Morocco,['Moroccan'],Pleasant Hill,94523,37.961968133533,-122.07956695581001,4.0,297,$$,Kx59tQDj08vfVmHmDeiU-g
632,Khamsa,['Moroccan'],San Francisco,94103.0,37.76654,-122.41798,4.0,182,$$,Gh3cLhqw1BqpFSN5BaemBg
52390,Menara Moroccan Restaurant,['Moroccan'],San Jose,95112,37.3622939,-121.9091147,4.0,581,$$$,gdTWnl0ntuqd_VJwsYI7eg
16003,El Mansour,['Moroccan'],San Francisco,94121,37.781620000000004,-122.492755,4.0,590,$$$,v3my2CwwOPb96S2AyMwE_A
13920,The Interval At Long Now,"['Museums', 'Cafes', 'Cocktail Bars']",San Francisco,94123,37.806627949700896,-122.43212116347601,4.0,269,$$,ipsjrKLs8gmjIJsbwfEtTg
13370,The Musical Offering Cafe,"['Music & DVDs', 'Coffee & Tea', 'Breakfast & Brunch']",Berkeley,94704,37.86823,-122.26069,4.0,212,$$,ndDb1erN_IQcaVLIDQhGMQ
12824,The Starry Plough,"['Music Venues', 'American (New)', 'Pubs']",Berkeley,94705,37.8530095310938,-122.266068663824,4.0,363,$$,-oFT-l4mr3PuVXF0Zl57aw
6296,Mystic Theatre,"['Music Venues', 'American (New)']",Petaluma,94952,38.2333078,-122.64003999999998,4.0,123,$$,JjJMz7vKTD1ScwlOVZt6lA
3936,The Brass Tap,"['Music Venues', 'Beer Bar', 'Breakfast & Brunch']",Vacaville,95687,38.38566773128171,-121.93582087755199,3.5,375,$$,_oZliV_2QJ4j21oWLXE7fw
10797,Sweetwater Music Hall,"['Music Venues', 'Cafes', 'American (New)']",Mill Valley,94941,37.907007,-122.548325,3.5,230,$$,DnHKSSSGDfJ25BHRFkqbag
14277,Eli's Mile High Club,"['Music Venues', 'Dive Bars', 'Cajun/Creole']",Oakland,94609,37.8257359,-122.2696106,4.0,138,$,-ufypXxoq57PjTLiRBnvGA
1476,Old Ironsides,"['Music Venues', 'Gastropubs']",Sacramento,95814,38.5701948937108,-121.49770914991998,4.0,169,$,e3cGlmo-j44Ao9pPwsEn6g
37955,INCA AZTECA  RESTAURANT BAR by el taurino vip,"['New Mexican Cuisine', 'Peruvian', 'Latin American']",San Jose,95113,37.33376,-121.89126,3.5,7,NAN,6ta9Esg_Rpniei5r1YNY3Q
4201,Cotijas Restutant,['New Mexican Cuisine'],Cotati,94931,38.32841,-122.70873999999999,1.0,1,NAN,jNdUkgVhz2In43Nw0t8e2Q
16362,Green Chile Kitchen,['New Mexican Cuisine'],San Francisco,94117,37.777235430455,-122.44184360844,3.5,1272,$$,z50O47Al64Y6YrLsVmnjpA
4151,La Hoya,['New Mexican Cuisine'],Rohnert Park,94928,38.352109999999996,-122.71226000000001,4.5,12,NAN,EoOD8eTirQ65ahUkkxBx6Q
10072,La Fritanguera,"['Nicaraguan', 'Latin American']",Concord,94520,37.9769395543981,-122.031414465485,4.0,117,$$,kfk6gS3PQu5JsLmy0d1TDA
21418,El Rinconcito Nicaraguense,['Nicaraguan'],San Francisco,94110,37.749959999999994,-122.41788000000001,4.0,36,$$,xQQ3qLbjxI4DwQoFLWqsNA
34798,Lobby Lounge,"['Nightlife', 'American (New)', 'Cinema']",Mountain View,94040,37.4051537262984,-122.109729798427,5.0,1,NAN,zALfcvFF26fWXucmn6XsOw
53133,Jack London Square,"['Nightlife', 'Restaurants', 'Parks']",Oakland,94607,37.7942241142291,-122.275958847069,4.0,274,$$,W2UHkKmLpQfyh1vBt9kfOA
5038,Napa Noodles,"['Noodles', 'Asian Fusion', 'Bars']",Napa,94559,38.29887090067189,-122.28651799999999,3.0,221,$$,Qe1dMWMQFu9YOO8JBnhjLQ
34943,Chang'an Artisan Noodle,"['Noodles', 'Asian Fusion']",Mountain View,94043,37.411209899999996,-122.0941,4.0,353,$$,bzej-S5VIevbdeh5IWSWGw
29624,Fire Point Bbq & Noodle,"['Noodles', 'Barbeque', 'Chinese']",Fremont,94555,37.5761663,-122.04374059999999,3.5,99,$$,ZIFcK_6l3ZQhn7NMhNLsDA
7984,Skyview Noodle & Tea,"['Noodles', 'Bubble Tea', 'Chinese']",Pittsburg,94565,38.032940110361295,-121.882134117186,4.5,190,$$,omGi-gmogVl7jDU1Pzh4yQ
31167,Golden Prawn - Burmese Kyay Oh,"['Noodles', 'Burmese', 'Specialty Food']",Newark,94560,37.5216087099095,-121.996816016871,4.0,34,NAN,VhhKWBE3n8JJhG9bUC7nfQ
34010,Noodle Hut,"['Noodles', 'Cambodian']",Milpitas,95035,37.455264,-121.91593300000001,4.0,439,$$,i8XwOGBmuz8iEE6T-AcI1Q
19942,Ming Tai Wun-Tun Noodle,"['Noodles', 'Cantonese']",San Francisco,94122,37.753409999999995,-122.49021,3.5,244,$,F4Q8GEsfXkcEBwOVlaheVg
34024,Lanzhou Hand Pulled Noodles,"['Noodles', 'Chinese', 'Soup']",Milpitas,95035,37.455090000000006,-121.916,3.5,255,$$,a9c_XOpi1ij15vB7wSFRqw
20401,HD Rice Noodle,"['Noodles', 'Chinese', 'Soup']",San Francisco,94122,37.754,-122.4784023,3.5,75,$,gYKKd953x0pCf5bmSdQCCQ
28987,noodleosophy,"['Noodles', 'Chinese']",San Mateo,94401,37.56322,-122.32428,4.0,436,$$,raJAUVhbkOusS-86aC5DYg
31219,Cloudland Rice Noodles,"['Noodles', 'Chinese']",Newark,94560,37.5237574023083,-122.00595407193899,3.0,97,$$,XR3sMyIgkzwamFiUZktcew
3934,Noodle Or Rice,"['Noodles', 'Dim Sum', 'Bubble Tea']",Vacaville,95687,38.378068,-121.943127,3.0,150,$$,IgiUH2NQyDn0hii0YGOfjg
16042,Bao Bao Noodle Bar,"['Noodles', 'Dim Sum', 'Coffee & Tea']",San Francisco,94121,37.77559,-122.49448999999998,3.0,43,NAN,fRu-mSyRSvZpBbEnAF5bOQ
25780,Red Circle Dumplings,"['Noodles', 'Dim Sum']",San Bruno,94066,37.6394417785226,-122.42102779448,3.5,100,$$,y_B4Gs3jOchJePj-Yo3HNw
35404,Yo-Kai Express,"['Noodles', 'Fast Food', 'Ramen']",Sunnyvale,94085,37.3843,-122.01257,3.0,1,NAN,wQmugnOtLGxFsMpUqKmLDA
26093,Noodle Street,"['Noodles', 'Filipino', 'Dim Sum']",Hayward,94545,37.64919633,-122.10661517,3.0,8,NAN,s_7GIpZI2o9iDZ1oeuwGyA
11432,Noodle Girl,"['Noodles', 'Food Stands', 'Caterers']",San Francisco,94110,37.7485824,-122.4184108,4.0,2,NAN,ZwMYagQH_8aXT8g9EAeUKw
1641,Island Noodles,"['Noodles', 'Food Stands']",West Sacramento,95691,38.580535999999995,-121.513575,3.0,1,NAN,9MZRX1nFFNTsNjfdc3kcQg
14416,MOMO noodle,"['Noodles', 'Food Trucks', 'Szechuan']",San Francisco,94105,37.78862,-122.39509,4.5,31,NAN,7dHj1XDVA_7AYXTfp5i-BQ
1097,Uniboil,"['Noodles', 'Hot Pot', 'Chinese']",Davis,95616,38.54283,-121.74059,3.5,81,$$,_nlwVAdUxqTu3kVu6i-zpA
14159,Soba Ichi,"['Noodles', 'Izakaya']",Oakland,94607,37.8167230582714,-122.28479230006,4.0,138,$$,k3zudYZkR64kiiJBjtUC0g
51716,SuperGood Kitchen,"['Noodles', 'Pan Asian']",San Jose,95113,37.336596,-121.888961,4.0,97,$$,crpr_-qWB2vY-OzMy9WplQ
34715,Charley Noodle & Grill,"['Noodles', 'Ramen', 'Chinese']",Los Altos,94022,37.37962,-122.11695,4.0,231,$$,cMGvWEpC-UTD59hRycegRg
16461,Suzu Noodle House,"['Noodles', 'Ramen']",San Francisco,94115,37.7849731445312,-122.431854248047,3.5,1445,$$,gPUXFQkf4koX8CmWJR7wMg
4471,Noodles & Company,"['Noodles', 'Salad', 'Pasta Shops']",Vacaville,95688,38.3676513478509,-121.96137375447901,3.0,192,$,mVLTE-vZr0U501O0u7Xe5A
28950,Noodles & Things,"['Noodles', 'Soup']",San Mateo,94401,37.564233,-122.3247243,4.0,100,$$,SQsXvmGqGkma8UXJk5CRvg
45394,Chong Qing Xiao Mian,"['Noodles', 'Szechuan']",San Francisco,94133,37.796386,-122.4053411,4.0,668,$$,8GqReA8EJ3UGRuIFbd9jyQ
13262,La Cocina's Cantina,"['Noodles', 'Tapas/Small Plates']",Berkeley,94704,37.869231,-122.259603,5.0,2,NAN,U0NvSdNGIms55xyoSHbEXQ
49435,"The Noodle, Thai Restaurant","['Noodles', 'Thai']",Berkeley,94704,37.8731939002629,-122.268807,4.0,751,$,Oh5GMwlzebpH_uOyjwl3iQ
47488,King of Noodles Noriega,['Noodles'],San Francisco,94122,37.75332,-122.49104,4.0,12,NAN,N_HLCmWNcPlUFZyKYT9Z1Q
5011,Eight Noodle Shop,['Noodles'],Napa,94559,38.298179600000005,-122.29010770000001,3.5,397,$$,LIY_DQVURNjv-sU9qT-Itg
23836,Kim Hong Noodle,['Noodles'],San Francisco,94124,37.7263426,-122.38884660000001,5.0,1,NAN,WJGTFAskGkEP6O3bVPhQBw
17705,NoodleMe,['Noodles'],San Francisco,94105,37.7919839189273,-122.397174574435,3.5,129,$$,EejbyWT2w8HwKvQAcfx_Kg
9381,Noodle 21,['Noodles'],San Pablo,94806,37.955670399999995,-122.3333241,3.5,157,$$,ji7gol2u9NfVqKjeR_P93Q
36126,Noodle Ba,['Noodles'],San Jose,95110,37.3709,-121.91899,2.0,28,$,mtVzdYpiOJQ20mJtFpP38g
4407,Vinh Kee Noodle House,['Noodles'],Vacaville,95688,38.3497009919305,-121.995637722404,4.0,20,NAN,0JUbtJN98ss-KP80oV5X3A
34009,Best Noodle,['Noodles'],Milpitas,95035,37.428670000000004,-121.91129,4.0,67,$$,0uXSO6H2yWFsOsdeNzWOMg
1464,Market 5-ONE-5,"['Organic Stores', 'Grocery', 'Delis']",Sacramento,95811,38.571887100000005,-121.49826189999999,4.5,100,$$,wfCjpWukESYNGZ05ljjm0A
54599,Living Tree Community Foods,"['Organic Stores', 'Live/Raw Food']",Berkeley,94707,37.8912805,-122.2806475,4.5,13,$$$,KBSX8Pwklq3EsejjaIdQGQ
10100,Anarkali,"['Pakistani', 'Halal', 'Indian']",Concord,94520,37.9759807,-122.0394364,4.5,343,$,yI0flW7VMYlJM5bwmitEVQ
12354,BBQ N Curry House,"['Pakistani', 'Indian', 'Barbeque']",Sausalito,94965,37.8730946,-122.5112973,4.0,234,$$,TGKBclkJ5ulckSiUIidfnA
18131,Biryani Kabab,"['Pakistani', 'Indian', 'Halal']",Oakland,94612,37.8028882294893,-122.26987123489401,4.0,324,$$,3e9iBYKG_ro_5EgQJYP1xA
25507,Naan -N- Curry,"['Pakistani', 'Indian', 'Halal']",Daly City,94015,37.67181,-122.472251,4.0,373,$,fLesDvYiKMGu3OUu1HTslg
14569,Biryani Tika Kabab,"['Pakistani', 'Indian', 'Halal']",Oakland,94612,37.8034,-122.26813,4.5,85,$$,XusKnltuKs9LTfAMCCxyPg
31547,Khan Karahi Kabob,"['Pakistani', 'Indian']",Fremont,94538,37.53313,-121.95785,3.5,135,$,dtBVknFa9YPnZIHt5QQ7lg
14182,Al-Maida Pakistani Restaurant,['Pakistani'],Oakland,94608,37.841042200000004,-122.27408770000001,4.5,25,NAN,Yg86Kb9NduQoUrQHreqdDg
39219,shaan,['Pakistani'],Cupertino,95014,37.3234,-122.02799999999999,3.0,9,$$,ajKk1p1eB1VRaLHlXPvoTw
13486,Noodle Theory,"['Pan Asian', 'Noodles', 'Ramen']",Moraga,94556,37.8600946,-122.12537990000001,4.0,89,$$,cp9y8Ux_hE25S4fRHTIEkA
21588,Adams 74,['Pan Asian'],San Francisco,94103,37.76811,-122.40352,5.0,4,NAN,dFhG2-PisB552cqV4hEcAg
48058,Gram Cafe & Pancakes,"['Pancakes', 'Japanese', 'Cafes']",San Francisco,94132,37.72856,-122.47688,3.0,221,$$,W7byRQtMwI-iDTzmMFpfUg
15956,Sweet'ish Pancakes,['Pancakes'],Danville,,37.8316192626953,-122.00476837158199,3.0,1,NAN,1-h0IwRxYtAdkz7qUFAFGA
29828,A Sack of Potatoes,"['Pasta Shops', 'Cafes', 'Coffee & Tea']",Fremont,94536,37.560334402829795,-122.010552883005,4.0,171,$,c4EhUK4Ibvv5oEjGuUEHSQ
2871,Mercato Pasta & Produce,"['Pasta Shops', 'Italian', 'Imported Food']",Santa Rosa,95404,38.43998,-122.71215,4.0,84,$$,RcRnUd6ozZYQlWEQXyUwaQ
4143,Pasta King,"['Pasta Shops', 'Italian']",Cotati,94931,38.3420524597168,-122.740089416504,4.0,20,$$,Tz-SmbT4LQu7v7Nt8rufsA
20444,Noe Valley Bakery - West Portal,"['Patisserie/Cake Shop', 'Bakeries', 'Cafes']",San Francisco,94127,37.74067,-122.46641000000001,4.0,124,$$,mRLqEeBs7EPd8mH6kOAFKA
76,Thorough Bread & Pastry,"['Patisserie/Cake Shop', 'Cafes']",San Francisco,94114.0,37.766512380943105,-122.42903485894199,4.5,821,$,MTIqLOBdISaon4G22qb5Lg
307,Taylors Market,"['Patisserie/Cake Shop', 'Sandwiches']",Sacramento,95837,38.691583,-121.59135800000001,1.5,5,NAN,XTVzjGP5sk4mzN-ZxYj3kw
31735,Fine Arts and Eats Card,"['Performing Arts', 'American (New)']",Fremont,94539,37.528553903102896,-121.918764710426,5.0,1,NAN,iwRvojvncKU1WXLIlHdyzQ
8406,California Magic Dinner Theatre,"['Performing Arts', 'American (Traditional)', 'Magicians']",Martinez,94553,38.01651145253479,-122.137832555959,5.0,206,$$$,XnXzf4Co2QVPxocnD0-Tbw
21742,Murder Productions,"['Performing Arts', 'Dinner Theater']",San Francisco,94103,37.765281200000004,-122.41189540000002,4.5,6,NAN,56HPCgF2yp_PMJY6sRX1-A
4430,Theatre DeVille,"['Performing Arts', 'Dinner Theater']",Vacaville,95688,38.356390000000005,-121.98948999999999,4.0,6,NAN,bcbMKB7ae2Z6ofRn7zRg3w
38010,The Baba Kabob Truck,"['Persian/Iranian', 'Food Trucks']",San Jose,95112,37.33545,-121.87693,4.0,87,$,wyH10CHtJPLD4AvriDgkaQ
35015,Rose International Market,"['Persian/Iranian', 'Grocery', 'Halal']",Mountain View,94040,37.385690000000004,-122.08448999999999,4.0,37,$,fopfIRgw8_3MeCejFSiAMg
39132,Cupertino Specialty Foods,"['Persian/Iranian', 'International Grocery', 'Halal']",Cupertino,95014,37.312265999999994,-122.03372730000001,4.0,28,$$,LnoKoNCtuwEoGn_WWDJRqg
