,Name,Lat_Restaurant,Lng_Restaurant,Address,Zip,Rating,# of Reviews,Price Level,Category,Yelp ID,City,County
43,Jolly Kone,38.75494389,-122.612016,21010 State Hwy 29,95461,4,44,$,Hot Dogs,wdK68QhevBGWtmPbQ3xH1Q,Middletown ,Lake County
44,Beulah's Kitchen,38.752802,-122.615244,21147 Highway 29,95461,4,51,$,Breakfast & Brunch,AryswSxbgLIw240tYFoH-A,Middletown ,Lake County
45,Manzanita Restaurant,38.73276547,-122.6247429,22223 Hwy 29,95461,5,1,unavailable,Breakfast & Brunch,urTr5IB3YfZ0keA2-39cbg,Middletown ,Lake County
46,C2 Steak & Seafood,38.734297,-122.1429269,14455 Hwy 16,95606,4.5,64,$$$,Steakhouses,YyVSujNZAn3PO5KHJKl9yw,Brooks ,Yolo County
47,Chang Shou,38.73462,-122.14042,Cache Creek Casino & Resort,95606,3.5,57,$$,Chinese,TerLx55H-WaHVxVj1kr6_Q,Brooks ,Yolo County
48,Harvest Buffet,38.73462,-122.14042,14455 Hwy 16,95606,3,129,$$,Buffets,iYLGEUxownGaaMIsBGSwuA,Brooks ,Yolo County
49,Bahtenta Grill,38.73648264,-122.1364521,Yocha DeHe Golf Club,95607,4,2,unavailable,American (New),CgwN4W0_WzeSThKlnt5M8w,Capay ,Yolo County
50,Canyon Cafe,38.73462,-122.14042,Cache Creek Casino Resort,95606,3,49,$$,American (Traditional),uj6exrcBXxTlWctd6v5VUw,Brooks ,Yolo County
51,The Sports Page Pub & Grill,38.73462,-122.14042,14455 Hwy 16,95606,4,21,$$,Sports Bars,H0BTPeaQjiePCXe8gli9Yg,Brooks ,Yolo County
52,Kung Fu Fat's Asia Cafe and Noodle House,38.73462,-122.14042,14455 Hwy 16,95606,3.5,12,$$,Chinese,hnAbkQWQ0KMovcKtbBKBkw,Brooks ,Yolo County
53,Asian Kitchen,38.73532486,-122.1408844,14455 Hwy 16,95606,3,23,$,Asian Fusion,GLxxQvJoUjvWSkEUpUfVlg,Brooks ,Yolo County
54,Loco Express,38.73462,-122.14042,Cache Creek Casino Resort,95606,2.5,14,$$,Mexican,z8Pk9un-E0PPNqFeGJGI8A,Brooks ,Yolo County
55,The Deli,38.73462,-122.14042,14455 Hwy 16,95606,3,8,$,American (Traditional),qibkrAQ9zbQ1M-w6b-xmpg,Brooks ,Yolo County
56,Casa Ruiz,38.71712,-121.76749,15190 State Hwy 113,95776,5,6,unavailable,Mexican,x995VZzReY8yiH0lFluf8Q,Woodland ,Yolo County
57,Catelli's,38.7066059,-122.9045721,21047 Geyserville Ave,95441,4.5,617,$$,American (New),Wj8k1Rq86UywXZko-aalaA,Geyserville,Sonoma County
58,Diavola Pizzeria & Salumeria,38.7063593,-122.9042016,21021 Geyserville Ave,95441,4,688,$$,Italian,gMwxfXT_QPTYicFfdQeeWg,Geyserville,Sonoma County
59,Wero,38.715448,-122.923079,22281 Chianti Rd,95441,4.5,48,$$,Tex-Mex,AEQj8nCsfq8E7v59cMiWQg,Geyserville,Sonoma County
60,Geyserville Grille,38.713723,-122.91497,21712 Geyserville Ave,95441,3.5,121,$$,American (Traditional),00gDhXc0WHN-XqeUWv_Iog,Geyserville,Sonoma County
61,"Rustic, Francis's Favorites",38.68024,-122.88752,300 Via Archimedes,95441,4,668,$$,Italian,jEEp2Nimv9C7YeqwrNoSGQ,Geyserville,Sonoma County
62,Krispy Krunchy Chicken,38.70677,-122.90503,21079 Geyserville Ave,95441,4,4,unavailable,Chicken Shop,KSvLI-yFoKVPEUr_4exOOA,Geyserville,Sonoma County
63,Lonchera Los Compas,38.71333,-122.91968,Highway 128 Exit,95441,4,3,$,Food Stands,ZS9o3qiOmEcVXCQMm_nOGQ,Geyserville,Sonoma County
64,Quail Run Buffet,38.699,-122.8622197,River Rock Casino,95441,3.5,26,$$,Buffets,aigMv_ngml92jA7XcCnHbw,Geyserville,Sonoma County
65,Center Stage Bar and Grill,38.703331,-122.859624,3250 Hwy 128 E,95441,3,8,unavailable,American (New),xmn7JsaU1Ki3d19ft41mIw,Geyserville,Sonoma County
66,Road Trip Bar & Grill,38.70699,-122.04858,24989 State Hwy 16,95607,4.5,98,$$,Bars,ZGIlBQFv2FFaJEqepm2PvQ,Capay ,Yolo County
67,Hog Canyon Cafe,38.69506607,-122.0158028,16811 Yolo Ave,95627,4,14,unavailable,Cafes,5uR8jwf_YKxElI5HbTSy1A,Esparto ,Yolo County
68,Tacos Jesus Maria,38.69546127,-122.0181503,16814 Fremont St,95627,3.5,10,$,Food Trucks,IDe3LKlKlgv0toYl_7Bq1w,Esparto ,Yolo County
69,Wygold Cafe,38.694885,-122.016419,16876 Yolo Ave,95627,4,1,unavailable,Breakfast & Brunch,umF8GpPxkQJMgRvXk5EF7Q,Madison ,Yolo County
70,La Plazita Taqueria,38.68132853,-121.967691,17780 County Rd 89,95653,4.5,37,$,Mexican,OVK3-KfOxNG5hNW8riDqKg,Madison ,Yolo County
71,Mojo's Kitchen428,38.6767368,-121.7732697,428 1st St,95695,4,360,$$,American (New),Vzu6AYsu3Iof5vgx2bqRdQ,Woodland,Yolo County
72,Morgan's On Main,38.67719,-121.77242,614 Main St,95695,4,241,$$,American (New),6fIsj_Suk_nn8YcDhth5xw,Woodland,Yolo County
73,Doggeros,38.67634,-121.77273,437 1st St,95695,4,48,unavailable,Burgers,x4cq08Vk2gRcZ-IrKSsWVQ,Woodland,Yolo County
74,Guinevere's Cafe & Bistro,38.6781999,-121.77166,317 2nd St,95695,4,163,$$,Italian,OBMLQekQjYUIBF2HNFMa_A,Woodland,Yolo County
75,Pete's Restaurant & Brewhouse,38.67702,-121.78038,164 Main St,95695,4,270,$$,Pizza,lHSD1USMKnhN8yiWL8ZWDQ,Woodland,Yolo County
76,Pupuseria La Chicana,38.67802229,-121.7824388,25 Purity Plz,95695,4.5,300,$,Mexican,mPKCC4DfGetWIEH83lhW3A,Woodland,Yolo County
77,Las Brasas Tacos & Salsas,38.6775927,-121.7734408,537 Main St,95695,4,271,$,Tacos,GzQSi5vwAHtkVUEGTGu_bQ,Woodland,Yolo County
78,The Burger Saloon,38.677784,-121.772942,601 Main St,95695,4,447,$$,Burgers,#NAME?,Woodland,Yolo County
79,Father Paddy's,38.6776842,-121.7748908,435 Main St,95695,4,195,$$,Irish Pub,uvvloS1quHdsYVcG3zmRDw,Woodland,Yolo County
80,House of Shah,38.6773351,-121.7733683,538 Main St,95695,4.5,196,$$,Afghan,TUjpU3eMtXNJsnh6H2HCrw,Woodland,Yolo County
81,The Elephant Shack,38.6920649,-121.774752,39492 Kentucky Ave,95695,4,257,$,Breakfast & Brunch,Gk2MhVgnbkz6Nx5a-61EPA,Woodland,Yolo County
82,Sakura,38.6784557,-121.793681,201 W Court St,95695,3.5,122,$$,Sushi Bars,8Ygpx5EVwhCmVkzhzT9QsQ,Woodland,Yolo County
83,Thai Pepper,38.67729962,-121.7703004,808 Main St,95695,4,90,$$,Thai,hyUVryYv1kgz0xiwqZYGoA,Woodland,Yolo County
84,Ono Teriyaki,38.68498,-121.76493,10 N East St,95776,4,146,$,Hawaiian,201p5inZWJzr1T-2dM87WA,Woodland,Yolo County
85,Swagat Indian Cuisine,38.679941,-121.78753,265 California St,95695,4.5,125,$$,Indian,TGIWvqH4zzcbnmKvU-FIbg,Woodland,Yolo County
86,Chickpeas Kitchen - Woodlands,38.67719,-121.77043,800 Main St,95695,4.5,100,$,Kebab,oEvI9veTa76X3iEwgA8pNQ,Woodland,Yolo County
87,Bangkok Cuisine Woodland,38.677721,-121.773807,525 Main St,95695,4,114,$$,Thai,bOx0Ua2izBbe8g9k8EGg1g,Woodland,Yolo County
88,Osaka Sushi Japanese Restaurant,38.67719,-121.77273,608 Main St,95695,4,225,$$,Japanese,mLjvSYtaS_DL8Z5Ng4ijrQ,Woodland,Yolo County
89,Brown's Corner Bar & Grill,38.678091,-121.802099,392 W Main St,95695,4,35,$$,Bars,0SN5OmVNmnlJBjskRttJgQ,Woodland,Yolo County
90,Morgan's Mill,38.6788449,-121.7662288,1059 Court St,95695,4.5,155,$$,Coffee & Tea,OFTjDAXDAnANzJOMl60rHg,Woodland,Yolo County
91,Fiattos Pizzeria,38.677076,-121.800497,353 W Main St,95695,4,19,unavailable,Pizza,iuecHmRGoeeqDpcc5cx-PA,Woodland,Yolo County
92,Golden Dragon Restaurant,38.6775246,-121.8007584,353 W Main St,95695,3.5,127,$,Chinese,vBVGgtpclNBYmHxil0QRgw,Woodland,Yolo County
93,Vince's Mexican Restaurant,38.6779747,-121.7907715,140 W Main St,95695,4,135,$$,Mexican,0OaKGd6P7JYeFDJ9jmGhHg,Woodland,Yolo County
94,Quetzal,38.67921,-121.78445,2 W Court St,95695,4,80,$,Mexican,aDaRshTD2iYovrNRKeJ3BA,Woodland,Yolo County
95,Maria's Cantina,38.67847,-121.767,306 6th St,95695,3.5,261,$$,Mexican,0fZ-KSJlU9FVGSr_PPtimQ,Woodland,Yolo County
96,Taqueria Guadalajara,38.6796132,-121.7845175,6 W Court St,95695,4,151,$,Mexican,f8tOeIFlkMTqEh57_mg1aQ,Woodland,Yolo County
97,El Charro,38.6776149,-121.775531,415 Main St,95695,4,86,$,Mexican,kU1pVJ-9Klkcgfk9Rb5ksA,Woodland,Yolo County
98,Rafael's Family Restaurant,38.67818,-121.78353,9 Main St,95695,4,40,$,American (Traditional),JMhVSkK_xAXQexItAJat7A,Woodland,Yolo County
99,The Black Pearl Bar & Grill,38.69821167,-121.7675781,755 N East St,95776,4,4,$$,Food Trucks,IJBK6Q95zcEdaULn8VTYsg,Woodland,Yolo County
100,Sol Mexican Cuisine,38.6762886,-121.8016968,375 W Main St,95695,3.5,136,$$,Mexican,a6rHI43bgJNmlAjQjrq8pA,Woodland,Yolo County
101,Corkwood Restaurant,38.67863,-121.78971,117 W Court St,95695,3.5,55,$$,American (Traditional),ghi6MsTnTPit0UT0pYz9Rg,Woodland,Yolo County
102,Ranch Kitchen,38.690241,-121.7648894,240 N E St,95776,4,73,$,Breakfast & Brunch,ui0cGsdqGAL-jnzZHWE7Lg,Woodland,Yolo County
103,La Kora Taco Truck,38.692,-121.78383,7 W Kentucky,95695,4.5,63,$,Mexican,1x4qoGOHUcRJeZg_zwP9-g,Woodland,Yolo County
104,Hot dogs y elotes el primo,38.67851593,-121.7732971,1038 Elliot St,95695,3.5,10,$,Hot Dogs,#NAME?,Woodland,Yolo County
105,Wingstop,38.678548,-121.783565,9 Main St,95695,3,28,$$,Chicken Wings,sBkZbrhyx1EH2nu0wsvyag,Woodland,Yolo County
106,Zitio Sports-Bar and Grill,38.68436,-121.76482,11 East St,95776,4,23,$,Sports Bars,dpegGHR1-FW_6EAoROESxw,Woodland,Yolo County
107,Scribbler's Coffeehouse,38.67718,-121.77385,524 Main St,95695,4.5,21,unavailable,Coffee & Tea,U8C3TfUQYIscpDoDlndg7w,Woodland,Yolo County
108,Judy's Grinder,38.67802811,-121.7972565,286 W Main St,95695,3,105,$,Cheesesteaks,QaQme_JyXW5qEVyDxM_3dQ,Woodland,Yolo County
109,Denny's,38.70059748,-121.7829618,39050 Bernard St,95695,2,55,$$,Diners,mXop3_BctkF4yKSHefZomA,Woodland,Yolo County
110,Las  Milpas  Taqueria,38.6772412,-121.773399,534 Main St,95695,4,29,$$,Mexican,2MWFuydGGmJ9UvarQ_OvOQ,Woodland,Yolo County
111,Nugget Markets,38.678133,-121.780537,157 Main St,95695,4,109,$$,Grocery,P3KBneAIKjaCBbmvhwZtkg,Woodland,Yolo County
112,La Frontera Bar And Grill,38.67907,-121.76862,929 Court St,95695,4,44,$,Bars,M9RFq4yV8E-zdFHSolGiSw,Woodland,Yolo County
113,China Smorgi,38.67921,-121.78498,14 W Court St,95695,2.5,38,$,Chinese,SbvPH0bHbQLU9JCH4yb3CA,Woodland,Yolo County
114,Savory Cafe,38.677654,-121.77107,722A Main St,95695,3,223,$$,Breakfast & Brunch,rIMyDW6AsDS4P9Z3nRha8w,Woodland,Yolo County
115,Hecho En Mexico Taqueria,38.6779464,-121.7887904,374 California St,95695,3.5,48,$,Mexican,1LMc-RmtEyTf5Qn8rlCa0w,Woodland,Yolo County
116,Country Waffles,38.67731094,-121.8021088,383 W Main St,95695,4,88,$,Breakfast & Brunch,AiXjHzknMjGdqPdtbiLtkw,Woodland,Yolo County
117,Chicago Cafe,38.67767,-121.775749,411 Main St,95695,3.5,32,$,Chinese,YiE4GHyA_tZMFkoTy9fogg,Woodland,Yolo County
118,Steve's Pizza - Woodland,38.67762914,-121.7712371,714 Main St,95695,3,100,$$,Pizza,vNbF8WaO77xEAiqKu5-gWg,Woodland,Yolo County
119,Zitio Taco Truck,38.69265005,-121.7839133,16930 County Rd 99,95695,3.5,3,$,Food Trucks,KZcdOvwbcC9BpCtr5wNGyw,Woodland,Yolo County
120,Bella Bean Coffee,38.6778199,-121.77088,729 Main St,95695,4,28,$,Cafes,3-qSf83uY5YqV0uUaJZUnw,Woodland,Yolo County
121,Super Burrito & Taqueria,38.6790149,-121.7881943,90 W Court St,95695,3.5,46,$,Mexican,qx4b6w4lgwxcPwOqP65LFA,Woodland,Yolo County
122,Rico's Pizza,38.67734146,-121.7920532,171 W Main St,95695,2.5,61,$$,Pizza,kWAfD1FXgqx-1W6B850Avw,Woodland,Yolo County
123,Mariscos Los Reyes,38.6766126,-121.7649136,425 East St,95695,4.5,3,unavailable,Mexican,lvyaJT7dT18JVNysx-_qWA,Woodland,Yolo County
124,McDonald's,38.678519,-121.786682,55 W Court St,95695,2,34,$,Fast Food,7UtoP2ya3h-rgm5JeL0fLw,Woodland,Yolo County
125,Little Caesars Pizza,38.67892519,-121.7871152,68 W Court St,95695,2.5,8,$,Pizza,iRobBi6t-h8VUBPd9ikcRg,Woodland,Yolo County
126,Togoâs Sandwiches,38.67744,-121.80093,361 W Main St,95695,3.5,35,$,Delis,lOU-ibZwIIv3Sy3kEygplg,Woodland,Yolo County
127,KFC,38.6774,-121.788,83 West Main St.,95695,2.5,14,$,Fast Food,rHcvKFgTJNkX7oLFftlh0Q,Woodland,Yolo County
128,El Jalisciense Restaurant,38.6775649,-121.7646802,1231 E Main St,95776,3.5,39,$,Mexican,AT8C-Stg-n-vHIvYK2kIvA,Woodland,Yolo County
129,Taco Bell,38.677985,-121.793785,208 W Main St,95695,3,23,$,Fast Food,6uiPd9JWuDjZXfPAbCfU3g,Woodland,Yolo County
130,Mariscos El Pantano,38.67667,-121.76494,425 E St,95776,2,40,$$,Mexican,0ktXfv81_KtNk_yjbSExtQ,Woodland,Yolo County
131,Papa Murphy's,38.678768,-121.783277,13 Purity Plaza,95695,4,22,$,Pizza,rn_RwRIrnyAIUl2f4j5mvA,Woodland,Yolo County
132,La Fogata Restaurant,38.6771,-121.76922,906 Main St,95695,3,5,$,Mexican,IGwrgUomTQzjR6H3fKi8xg,Woodland,Yolo County
133,Carl's Jr.,38.67794,-121.7883,98 W Main St,95695,2.5,18,$,Salad,#NAME?,Woodland,Yolo County
134,Wienerschnitzel,38.67718,-121.78898,103 W Main St,95695,3.5,18,$,Hot Dogs,kEHf4DMUKzJis387fnGj-Q,Woodland,Yolo County
135,Burger King,38.677105,-121.796608,251 W Main St,95695,2,17,$,Burgers,8sev7SWfcAj5m14oAWqDAw,Woodland,Yolo County
136,Subway,38.6775649,-121.77144,709 Main St,95695,4.5,12,$,Sandwiches,XILmYSmKe-vT5ljZckpIMA,Woodland,Yolo County
137,El Taco Guerrero,38.67711,-121.76451,1226 E Main St,95776,5,1,unavailable,Mexican,mkHi63BI8Z7CJt4k00Aysg,Woodland,Yolo County
138,Subway,38.6780735,-121.7887892,362 California St,95695,4,24,$,Sandwiches,fIHE0i8bVu-WMRRZnPqSzA,Woodland,Yolo County
139,Jack in the Box,38.67709677,-121.7649136,1200 E Main St,95776,2.5,29,$,Fast Food,KZLsiwn6abhonaEHjadSig,Woodland,Yolo County
140,Gyro Palace,38.67676,-121.73819,1780 East Main St,95776,4.5,178,$,Mediterranean,ELTBXCf8yL51r79lL-iYGQ,Woodland,Yolo County
141,Jinju Sushi,38.67391624,-121.746103,467 Pioneer Ave,95776,4,321,$$,Sushi Bars,F8OTgKUfDiGw_vB87MKR-Q,Woodland,Yolo County
142,El Paisano Taco Truck,38.676991,-121.756744,1392 E Main St,95776,4,209,$,Mexican,cD_oddbnbrYYDou-TOnbwA,Woodland,Yolo County
143,La Michoacana Taqueria,38.67666,-121.7273,2020 E Main St,95776,4,32,$,Mexican,IA6421DbADkdJKQyFQuWrA,Woodland,Yolo County
144,Applebee's Grill + Bar,38.67679,-121.739212,1790 E Main St,95776,2,108,$$,American (Traditional),Gfhv28AoqT8TB7trobSuHw,Woodland,Yolo County
145,Treasure Dragon Chinese Cuisine and Sushi,38.67663,-121.73684,1810 E Main St,95776,2.5,131,$$,Chinese,v0MbF_DyPKz-WalucgSPLg,Woodland,Yolo County
146,Dickey's Barbecue Pit,38.67666986,-121.7463167,401 Pioneer Ave,95776,3,70,$$,Barbeque,iQSp_I-x4QhO8OQlduETLQ,Woodland,Yolo County
147,I Love Teriyaki No 7,38.674923,-121.746243,469 Pioneer Ave,95776,3,71,$,Japanese,#NAME?,Woodland,Yolo County
148,Tacos El Paisano,38.67701,-121.7566,1392 E Main St,95776,4,69,$,Mexican,dIzav0dl8LscdyGbY2g_sg,Woodland,Yolo County
149,Ann's Gluten Free Goodies,38.67281871,-121.7573685,1391 Parkview Dr,95776,5,2,unavailable,Gluten-Free,1Oc6JjOSd_awsmjjJqQdTg,Woodland,Yolo County
150,Black Bear Diner,38.67672,-121.74992,1530 E Main St,95776,3,187,$$,Diners,Evtfhv1hGLEjdoK-dcq8VQ,Woodland,Yolo County
151,Sonic Drive-In,38.67674305,-121.7478718,1580 E Main St,95776,2.5,164,$,Fast Food,8RKAclOhuMk5W9nQaM-CtQ,Woodland,Yolo County
152,Round Table Pizza,38.676113,-121.745857,421 Pioneer Avenue,95776,2.5,67,$$,Pizza,tcjT9EOHixP7gep6hgIXNQ,Woodland,Yolo County
153,Jersey Mike's Subs,38.67658,-121.72916,2000 E Main St,95776,3.5,9,unavailable,Sandwiches,#NAME?,Woodland,Yolo County
154,Taco Bell,38.676904,-121.74664,411 Pioneer Ave,95776,3,24,$,Mexican,vxvENqcB1THjJpO77Ieohg,Woodland,Yolo County
155,Denny's,38.676821,-121.7484672,1568 E Main St,95776,2.5,91,$,American (Traditional),VzZ4I5s9MdM6A61mZqwy5Q,Woodland,Yolo County
156,McDonald's,38.67671463,-121.7503273,1500 E Main St,95695,2,49,$,Burgers,MQ6rMBVWSEiba6ds49f_aQ,Woodland,Yolo County
157,Domino's Pizza,38.676153,-121.758429,1370 E Main St,95776,2.5,30,$,Pizza,qO5-YHNjyhADmfLBppQqXw,Woodland,Yolo County
158,Jack in the Box,38.6765679,-121.727912,2010 E Main St,95776,3.5,21,$,Fast Food,FlbsNx3xRFfzpJyYijm5Gg,Woodland,Yolo County
159,Burger King,38.67687,-121.73622,1830 E Main St,95776,3,8,$,Burgers,ZKtoJ-i7yXWOrGndV2NsvA,Woodland,Yolo County
160,Carl's Jr.,38.67685,-121.74898,1556 E Main St,95776,1.5,10,$,Fast Food,UetGwtuZKsc3gNgtP1J0MA,Woodland,Yolo County
161,Subway,38.67399596,-121.7462035,461 Pioneer Ave,95776,2,8,$,Sandwiches,M-0tMityql4RQolDSOQPJQ,Woodland,Yolo County
162,Alamar Marina Resturant & Bar,38.674664,-121.62627,5999 Garden Hwy,95837,4,116,$$,Seafood,9js0IZPu76bgJ7CsMIPE1w,Sacramento,Sacramento County/Sutter County
163,Swabbies,38.67401,-121.62568,5871 Garden Hwy,95837,3.5,553,$$,Bars,#NAME?,Sacramento,Sacramento County/Sutter County
164,Esquire Grill,38.68506622,-121.5906525,6900 Airport Blvd,95837,3.5,352,$$,American (Traditional),Of3Zky9PdrvzXZYwrNlxgg,Sacramento,Sacramento County/Sutter County
165,Burgers and Brew,38.69581422,-121.5930319,6900 Airport Blvd,95837,3,134,$$,American (Traditional),w90YlGm6MyU7MUc7qqKr4g,Sacramento,Sacramento County/Sutter County
166,Cafeteria 15L - Airport,38.69580954,-121.5940927,6900 Airport Blvd,95837,3,339,$$,American (Traditional),g5WsjXhv87O34akJGVdJlA,Sacramento,Sacramento County/Sutter County
167,Iron Horse Tavern,38.6935976,-121.5876668,6900 Airport Blvd,95837,2.5,308,$$,Diners,Gqb58XNuypUQXkFJzwc0hQ,Sacramento,Sacramento County/Sutter County
168,Dos Coyotes Border Cafe,38.69571751,-121.5936915,6900 Airport Blvd,95837,2,265,$$,Cafes,N6JznQGZMwFg7KqFGVMuzw,Sacramento,Sacramento County/Sutter County
169,La Taqueria and Cantina,38.693997,-121.587465,6900 Airport Blvd,95837,2.5,18,$$,Mexican,QSU3kPvVyac9leolDOgXdQ,Sacramento,Sacramento County/Sutter County
170,Jack's Urban Eats,38.69558289,-121.5932006,6900 Airport Blvd,95837,1.5,509,$$,Sandwiches,p9s1uNs9liYn6NCxlmLIow,Sacramento,Sacramento County/Sutter County
171,Freshii,38.69337013,-121.5874598,6900 Airport Blvd,95837,3.5,84,$$,American (New),RqKXmPIi0b-1QALJkAgnXQ,Sacramento,Sacramento County/Sutter County
172,Paesanos,38.6926862,-121.5879408,6900 Airport Blvd,95837,3,26,$$,Salad,PBQkHQxq6FVhS_Q7rpDsPg,Sacramento,Sacramento County/Sutter County
173,The Gateway Bar,38.69209419,-121.5914257,6900 Airport Blvd,95837,3.5,57,$$,Bars,4TNpNpU5Oj0pCCLQLJARLg,Sacramento,Sacramento County/Sutter County
174,Camden Food,38.69382644,-121.5933493,6900 Airport Blvd,95837,3,6,$,American (Traditional),hNyNgoDQji2KM_itVGwRlQ,Sacramento,Sacramento County/Sutter County
175,Famous Famiglia,38.69578894,-121.5937744,6900 Airport Blvd,95837,3,99,$,Pizza,XHwMqpe_-HQ-28LBHJ2mMA,Sacramento,Sacramento County/Sutter County
176,Freshii,38.69081274,-121.5867776,6850 Airport Blvd,95837,3.5,6,$$,Soup,n2J2SuNUw9lJ5KBlF17SkA,Sacramento,Sacramento County/Sutter County
177,Squeeze Burger,38.69317641,-121.5876281,6900 Airport Blvd E,95837,2.5,95,$$,Burgers,gZ3Yaj7BN0xpVia2lQnIKA,Sacramento,Sacramento County/Sutter County
178,Famous Famiglia,38.69076157,-121.5946198,6851 Lindbergh Dr,95837,4.5,2,unavailable,Pizza,KBO-sj5O2oU4VTmPKB7gfg,Sacramento,Sacramento County/Sutter County
179,Taylors Market,38.691583,-121.591358,6900 Airport Blvd,95837,1.5,5,unavailable,Patisserie/Cake Shop,XTVzjGP5sk4mzN-ZxYj3kw,Sacramento,Sacramento County/Sutter County
180,Delhi Oven,38.67975,-121.53097,3150 Macon Dr,95835,4.5,59,$$,Indian,qLu8FvaOnIQLbVycLX3CPg,Sacramento,Sacramento County
181,Championz Pizza,38.679886,-121.530979,3150 Macon Dr,95835,4,38,unavailable,Pizza,9jvzuiJ9-zL5ViGPWHAwkQ,Sacramento,Sacramento County
184,Los Plebes,38.65948073,-122.8723689,,95441,5,14,$,Food Trucks,LaB6j_PZ7zixf_DEO3VAOw,Geyserville,Sonoma County
187,Park Winters Farm Dinners,38.63551,-121.99345,27850 County Rd 26,95694,5,24,$$$$,American (New),MRZQDbz916UhYv02g3f83w,Winters,Yolo County/Solano County
188,La Cocina De Ana,38.67297,-121.79428,646 Cottonwood St,95695,4.5,10,unavailable,Mexican,krHr3rc5JIBEiGFq_o4j3g,Woodland,Yolo County
189,Spring Garden Restaurant,38.6723956,-121.7940235,650 Cottonwood St,95695,3.5,89,$,Chinese,GD92gpIIfD8Y9HqlTY4sSw,Woodland,Yolo County
190,New York Pizza Pie,38.66091,-121.7652,1495 East St,95776,4.5,54,$,Pizza,YlVxiEsqREvmzDgkYmDqxw,Woodland,Yolo County
191,Birrieria Mooooy,38.66973,-121.76431,801 E St,95776,4.5,19,unavailable,Food Trucks,U_LNHOEvenW1ZbpoKunSmA,Woodland,Yolo County
192,El Patio,38.66255,-121.76637,1016 Gibson Rd,95695,3.5,211,$,Mexican,xOdZLIdBsd_dhtOJf7_v_g,Woodland,Yolo County
193,Barajas Deli,38.66915,-121.764274,825 E St,95776,4.5,34,$,Mexican,pJTWT57cqyxshnErOXkmGg,Woodland,Yolo County
194,Las Islitas,38.660392,-121.76522,1527 East St,95776,3,90,$$,Seafood,42n-ERzJziNQahDMN1rExA,Woodland,Yolo County
195,La Roca,38.670772,-121.764745,737 East St,95776,3,10,$$,Seafood,18WcxkHh7Kt6yhE9lJWEqg,Woodland,Yolo County
196,Mariscos La Rocka,38.670771,-121.764752,725 E St,95776,1,2,$$,Mexican,taXnOZt9gaeMwlRiyehKbQ,Woodland,Yolo County
197,Kuji Asian Grill,38.66317,-121.74091,1801 E Gibson Rd,95776,4.5,112,$$,Korean,9n-_-3euQHw6KVbPJWFXAg,Woodland,Yolo County
198,Sourdough & Co,38.67062,-121.72565,2051 Bronze Star Dr,95776,4.5,44,$$,Salad,H-uCXZOZLbB65BHgbT1mIg,Woodland,Yolo County
199,Iguana's Mexican Grill,38.66422621,-121.7409503,1849 E Gibson Rd,95776,4,81,$,Mexican,jzz2hz1HsPLn90oUCRzb9A,Woodland,Yolo County
200,MOD Pizza,38.67062,-121.72565,2051 Bronze Star Dr,95776,4,111,$,Fast Food,xVvzzgE7zW6TeoZ9jVyO2w,Woodland,Yolo County
201,Red Robin Gourmet Burgers,38.6707979,-121.7262518,2031 Bronze Star Drive,95776,3,242,$$,Burgers,clV1SFK_w_BM7Ldc2nBOoA,Woodland,Yolo County
202,In-N-Out Burger,38.6702718,-121.7279639,2011 Bronze Star Dr,95776,4,127,$,Burgers,1JY7Qv5OEsZ-i4BB10Mgfg,Woodland,Yolo County
203,Jimboy's Tacos,38.6701549,-121.7278768,2021 Bronze Star Dr,95776,3.5,81,$,Mexican,sJTqVdOqSZqr0kqri75OcA,Woodland,Yolo County
204,Orient Connection Chinese Restaurant,38.6626,-121.76188,1264 E Gibson Rd,95776,4,5,unavailable,Chinese,f7tr7mrbFHdgK9lsJzOZ8A,Woodland,Yolo County
205,Mr. Pickle's Sandwich Shop,38.66324606,-121.7401779,1801 E Gibson Rd,95776,3.5,88,$,Sandwiches,k4aLlHa2uISu12Tfl-8kIA,Woodland,Yolo County
206,Pizza Guys,38.66401672,-121.7415771,1837 E Gibson Rd,95776,3.5,45,$$,Pizza,vn0dDKaVFRA6OPQPxl2LQw,Woodland,Yolo County
207,Panda Express,38.67031998,-121.726256,2041 Bronze Star Dr,95776,2,102,$,Chinese,2uqZdoipDg6QDS2VXOmiaQ,Woodland,Yolo County
208,Little Caesar's Pizza,38.66423,-121.74045,1861 E Gibson Rd,95695,2,17,$,Pizza,26L6GF_h4KBZJ2nBbDOVjA,Woodland,Yolo County
209,Taqueria La Kora,38.6606846,-121.7627756,1264 E Gibson Rd,95776,4,17,$,Mexican,tcI_lY7rqI5FYedsRcDsjA,Woodland,Yolo County
210,Crawdad & Catfish Festival 2016,38.666508,-121.763138,1250 East Gum Ave,95776,1.5,3,unavailable,Festivals,QeCQFHsh0PSH2xoHFJfORA,Woodland,Yolo County
211,Subway,38.6701549,-121.7278768,2021 Bronze Star Dr,95776,2.5,31,$,Sandwiches,O8jMjozAMGOjbnDb-iSTlw,Woodland,Yolo County
212,Elkhorn Saloon,38.67083359,-121.6271744,18398 Old River Rd,95691,4,101,$$,American (Traditional),2hgErhUZLmt01GL-PmSgyw,West Sacramento,Yolo County
213,Ono Hawaiian BBQ,38.65543401,-121.5239985,2800 Del Paso Rd,95834,3.5,98,$$,Barbeque,rQvvhbY5XxbvqyEkD-lYOw,Sacramento,Sacramento County
